n.RepeFonct,ElemSys,n.LineRev,n.ComponentKind,n.Contrat,n.ActuKind,n.PSU_ECS1,n.PSU_Volt1,n.t_CloseReq,Type,n.ValvFailSfPositn,SGApp
-DVP7685RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP7685CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP7686RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP7686RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP7686CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP7711RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7713RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7715RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7717RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7719RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7727RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7729RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7731RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7733RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7735RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7737RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7738RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7739RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7740RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7752RA-,-DVP,I.3,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP7754RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8182RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8211RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8212RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8213RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8214RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8215RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8216RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8218RA-,-DVP,I.3,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVP8218RAM,-DVP,I.7,Isolation damper Actuator,/HK2721,Isolation Damper,-LKI1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8219RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8222RA-,-DVP,I.3,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVP8222RAM,-DVP,I.7,Isolation damper Actuator,/HK2721,Isolation Damper,-LKI1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8223RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8508RA-,-DVP,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8509RA-,-DVP,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8510RA-,-DVP,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8511RA-,-DVP,I.3,Pressure wave damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8511RAM,-DVP,I.8,Isolation damper Actuator,/HK2721,Isolation Damper,-DVP8510CR-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8512RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8513RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8514RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8523RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8547RA-,-DVP,I.3,Pressure wave damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8547RAM,-DVP,I.8,Isolation damper Actuator,/HK2721,Isolation Damper,-DVP8540CR-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8601RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8601RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8601CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8602RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8602RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8602CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8603RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8603RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8603CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8604RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8604RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8604CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8605RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8605RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8605CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8606RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8606RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8606CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8607RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8607RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8607CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8610RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8610RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8610CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8611RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8611RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8611CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8612RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8612RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8612CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8635RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8635RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8635CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8651RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8651RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8651CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8652RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8652RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8652CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8653RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8653RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8653CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8654RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8654RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8654CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8655RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8655RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8655CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8656RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8656RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8656CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8657RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8657RAM,-DVP,I.6,Fire damper actuator,/HK2721,Fire Damper,-DVP8657CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8683RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8683RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT3204CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8684RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8684RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT3204CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8685RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8685RAM,-DVP,I.7,Fire damper actuator,/HK2721,Fire Damper,-JDT3204AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8690RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8690RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT4107CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8691RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP8691RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT4107CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP8701RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8703RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8705RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8707RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8709RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8711RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8712RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8713RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8719RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8722RA-,-DVP,I.3,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP8723RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9102RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9111RA-,-DVP,I.3,EPW damper,/UK2256,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9112RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9115RA-,-DVP,I.3,EPW damper,/UK2256,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9121RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9123RA-,-DVP,I.3,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9125RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9222RA-,-DVP,I.3,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVP9603RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP9603RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT3205CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP9604RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP9604RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT3205CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP9613RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP9613RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT3206CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DVP9614RA-,-DVP,I.3,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVP9614RAM,-DVP,I.8,Fire damper actuator,/HK2721,Fire Damper,-JDT3206CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1101RA-,-DWK,I.6,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DWK1101RAM,-DWK,I.3,Actuator,/HK2721,Control Damper,-LKP1101TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1102RA-,-DWK,I.6,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DWK1102RAM,-DWK,I.3,Actuator,/HK2721,Control Damper,-LKS1101TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1103RA-,-DWK,I.6,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DWK1103RAM,-DWK,I.3,Actuator,/HK2721,Control Damper,-LKS1101TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1110RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1110RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOA1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1111RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1111RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOD1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1112RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1112RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOA1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1113RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1113RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOD1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1114RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1114RAM,-DWK,I.3,Actuator,/HK2721,Isolation Damper,-LOA1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1115RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1115RAM,-DWK,I.3,Actuator,/HK2721,Isolation Damper,-LOD1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1220RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1220RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOA1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1221RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1221RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOD1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1222RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1222RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOA1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1223RA-,-DWK,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DWK1223RAM,-DWK,I.4,Actuator,/HK2721,Isolation Damper,-LOD1201TB-,400,[NE],ELECTRICAL ACTUATOR,Close,-
-DWK1301RA-,-DWK,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1301RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1124AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1302RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1302RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1304RA-,-DWK,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1304RAM,-DWK,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1305RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1305RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1306RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1306RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1124AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1307RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1307RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1124AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1308RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1308RAM,-DWK,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1311RA-,-DWK,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1311RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1124AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1312RA-,-DWK,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1312RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1313RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1313RAM,-DWK,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1314RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1314RAM,-DWK,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT1129AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1315RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1315RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT4132AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1316RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1316RAM,-DWK,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT1129AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1317RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1317RAM,-DWK,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1318RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1318RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT4128AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK1320RA-,-DWK,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DWK1320RAM,-DWK,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT4132AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DWK2102RA-,-DWK,I.4,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2103RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2104RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2106RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2107RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2109RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2110RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2111RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2113RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2115RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2116RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2117RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2118RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2119RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2120RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2121RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2122RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2123RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2125RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2127RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2129RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2133RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2135RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2138RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2141RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2144RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2145RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2146RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2148RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2154RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2155RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2158RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2160RA-,-DWK,I.4,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2163RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2166RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2167RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2168RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2171RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2174RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2175RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2183RA-,-DWK,I.4,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2193RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2199RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2202RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2203RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2204RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2205RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DWK2206RA-,-DWK,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
